,ID,JSON_String,JSON_Dict,time_of_day,reason,vehicles
2822,92686880,"{'time_of_day': 'night', 'reason': ['Negligence'], 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': ['Negligence'], 'vehicles': ['Car']}",night,['Negligence'],['Car']
2823,80076009,"{'time_of_day': 'night', 'reason': ['Visibility', 'Speed'], 'vehicles': ['Car', 'Special Vehicle', 'Two-Wheeler', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': ['Visibility', 'Speed'], 'vehicles': ['Car', 'Special Vehicle', 'Two-Wheeler', 'Commercial Vehicle']}",night,"['Visibility', 'Speed']","['Car', 'Special Vehicle', 'Two-Wheeler', 'Commercial Vehicle']"
2824,91454024,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Two-Wheeler', 'Two-Wheeler']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Two-Wheeler', 'Two-Wheeler']}",NA,NA,"['Car', 'Two-Wheeler', 'Two-Wheeler']"
2825,82132914,"{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car']}",night,Negligence,['Car']
2826,92683796,"{'time_of_day': 'NA', 'reason': ['External influences'], 'vehicles': ['NA']}","{'time_of_day': 'NA', 'reason': ['External influences'], 'vehicles': ['NA']}",NA,['External influences'],['NA']
2827,79619075,"{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}",night,Negligence,"['Car', 'Commercial Vehicle']"
2828,80458084,"{'time_of_day': 'morning', 'reason': ['Speed', 'Visibility'], 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': ['Speed', 'Visibility'], 'vehicles': ['Car', 'Commercial Vehicle']}",morning,"['Speed', 'Visibility']","['Car', 'Commercial Vehicle']"
2829,94087290,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}",NA,NA,['Car']
2830,93419031,"{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car']}",NA,Speed,['Car']
2831,80438551,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,NA,"['Car', 'Commercial Vehicle']"
2832,96567071,"{'time_of_day': 'morning', 'reason': 'Visibility', 'vehicles': ['Car', 'Commercial Vehicle', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Visibility', 'vehicles': ['Car', 'Commercial Vehicle', 'Commercial Vehicle']}",morning,Visibility,"['Car', 'Commercial Vehicle', 'Commercial Vehicle']"
2833,86192900,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Special Vehicle']}",NA,NA,"['Car', 'Special Vehicle']"
2834,80015182,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,External influences,"['Car', 'Commercial Vehicle']"
2835,82644068,"{'time_of_day': 'morning', 'reason': ['Speed', 'Negligence'], 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': ['Speed', 'Negligence'], 'vehicles': ['Car', 'Commercial Vehicle']}",morning,"['Speed', 'Negligence']","['Car', 'Commercial Vehicle']"
2836,96556773,"{'time_of_day': 'morning', 'reason': 'Visibility', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Visibility', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,Visibility,"['Car', 'Commercial Vehicle']"
2837,96557688,"{'time_of_day': 'night', 'reason': 'Visibility', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': 'Visibility', 'vehicles': ['Car', 'Commercial Vehicle']}",night,Visibility,"['Car', 'Commercial Vehicle']"
2838,76802116,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}",morning,External influences,['Car']
2839,92447359,"{'time_of_day': 'NA', 'reason': ['Collision', 'Collision'], 'vehicles': ['Car', 'Special Vehicle', 'Two-Wheeler']}","{'time_of_day': 'NA', 'reason': ['Collision', 'Collision'], 'vehicles': ['Car', 'Special Vehicle', 'Two-Wheeler']}",NA,"['Collision', 'Collision']","['Car', 'Special Vehicle', 'Two-Wheeler']"
2840,94735451,"{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car', 'Two-Wheeler']}",NA,Negligence,"['Car', 'Two-Wheeler']"
2841,96548232,"{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car', 'Two-Wheeler', 'Special Vehicle']}","{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car', 'Two-Wheeler', 'Special Vehicle']}",NA,Negligence,"['Car', 'Two-Wheeler', 'Special Vehicle']"
2842,79956854,"{'time_of_day': 'afternoon', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'afternoon', 'reason': 'External influences', 'vehicles': ['Car']}",afternoon,External influences,['Car']
2843,96824376,"{'time_of_day': 'morning', 'reason': 'Visibility', 'vehicles': ['NA']}","{'time_of_day': 'morning', 'reason': 'Visibility', 'vehicles': ['NA']}",morning,Visibility,['NA']
2844,93380891,"{'time_of_day': ['evening', 'NA'], 'reason': ['Speed'], 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': ['evening', 'NA'], 'reason': ['Speed'], 'vehicles': ['Car', 'Commercial Vehicle']}","['evening', 'NA']",['Speed'],"['Car', 'Commercial Vehicle']"
2845,93383022,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,External influences,"['Car', 'Commercial Vehicle']"
2846,94033120,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}",NA,NA,['Car']
2847,94163447,"{'time_of_day': 'night', 'reason': 'Collision', 'vehicles': ['Two-Wheeler']}","{'time_of_day': 'night', 'reason': 'Collision', 'vehicles': ['Two-Wheeler']}",night,Collision,['Two-Wheeler']
2848,97186230,"{'time_of_day': 'night', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': 'Collision', 'vehicles': ['Car', 'Commercial Vehicle']}",night,Collision,"['Car', 'Commercial Vehicle']"
2849,96808718,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}",morning,External influences,['Car']
2850,91328418,"{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car', 'Special Vehicle']}",morning,Collision,"['Car', 'Special Vehicle']"
2851,86089045,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",night,External influences,"['Car', 'Commercial Vehicle']"
2852,95520202,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}",night,External influences,['Car']
2853,95520175,"{'time_of_day': ['morning', 'afternoon', 'night'], 'reason': ['Speed'], 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': ['morning', 'afternoon', 'night'], 'reason': ['Speed'], 'vehicles': ['Two-Wheeler', 'Car']}","['morning', 'afternoon', 'night']",['Speed'],"['Two-Wheeler', 'Car']"
2854,97154569,"{'time_of_day': 'night', 'reason': ['Negligence', 'External influences'], 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': ['Negligence', 'External influences'], 'vehicles': ['Car']}",night,"['Negligence', 'External influences']",['Car']
2855,93335451,"{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car']}",morning,Collision,['Car']
2856,96488099,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}",morning,Negligence,['Car']
2857,94108788,"{'time_of_day': 'morning', 'reason': ['Negligence', 'Speed'], 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': ['Negligence', 'Speed'], 'vehicles': ['Car', 'Commercial Vehicle']}",morning,"['Negligence', 'Speed']","['Car', 'Commercial Vehicle']"
2858,94103357,"{'time_of_day': 'morning', 'reason': ['Speed'], 'vehicles': ['Car', 'Car']}","{'time_of_day': 'morning', 'reason': ['Speed'], 'vehicles': ['Car', 'Car']}",morning,['Speed'],"['Car', 'Car']"
2859,83793014,"{'time_of_day': 'night', 'reason': ['Speed'], 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': 'night', 'reason': ['Speed'], 'vehicles': ['Two-Wheeler', 'Car']}",night,['Speed'],"['Two-Wheeler', 'Car']"
2860,95478538,"{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car', 'Special Vehicle']}",evening,External influences,"['Car', 'Special Vehicle']"
2861,100474926,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,NA,"['Car', 'Commercial Vehicle']"
2862,81330519,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",night,External influences,"['Car', 'Commercial Vehicle']"
2863,97043568,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}",morning,Negligence,['Car']
2864,94623330,"{'time_of_day': 'afternoon', 'reason': 'Collision', 'vehicles': ['Commercial Vehicle']}","{'time_of_day': 'afternoon', 'reason': 'Collision', 'vehicles': ['Commercial Vehicle']}",afternoon,Collision,['Commercial Vehicle']
2865,95040967,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}",NA,NA,['Car']
2866,91663514,"{'time_of_day': 'night', 'reason': ['Driving Under Influence'], 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': ['Driving Under Influence'], 'vehicles': ['Car']}",night,['Driving Under Influence'],['Car']
2867,82021076,"{'time_of_day': 'morning', 'reason': 'Driving Under Influence', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Driving Under Influence', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,Driving Under Influence,"['Car', 'Commercial Vehicle']"
2868,92265623,"{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car', 'Two-Wheeler', 'Special Vehicle', 'Special Vehicle', 'Commercial Vehicle']}","{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car', 'Two-Wheeler', 'Special Vehicle', 'Special Vehicle', 'Commercial Vehicle']}",evening,External influences,"['Car', 'Two-Wheeler', 'Special Vehicle', 'Special Vehicle', 'Commercial Vehicle']"
2869,92269936,"{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'Negligence', 'vehicles': ['Car']}",night,Negligence,['Car']
2870,96691168,"{'time_of_day': 'night', 'reason': 'Visibility', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'night', 'reason': 'Visibility', 'vehicles': ['Car', 'Special Vehicle']}",night,Visibility,"['Car', 'Special Vehicle']"
2871,86334891,"{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car']}",evening,External influences,['Car']
2872,91135933,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}",night,External influences,['Car']
2873,94593218,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}",NA,NA,['Car']
2874,79706451,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}",NA,NA,['Car']
2875,94017452,"{'time_of_day': 'night', 'reason': ['Negligence', 'Speed'], 'vehicles': ['Two-Wheeler', 'Car', 'Special Vehicle']}","{'time_of_day': 'night', 'reason': ['Negligence', 'Speed'], 'vehicles': ['Two-Wheeler', 'Car', 'Special Vehicle']}",night,"['Negligence', 'Speed']","['Two-Wheeler', 'Car', 'Special Vehicle']"
2876,79336322,"{'time_of_day': 'night', 'reason': 'Collision', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'night', 'reason': 'Collision', 'vehicles': ['Car', 'Special Vehicle']}",night,Collision,"['Car', 'Special Vehicle']"
2877,98320305,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Special Vehicle', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Special Vehicle', 'Commercial Vehicle']}",morning,Negligence,"['Special Vehicle', 'Commercial Vehicle']"
2878,95672832,"{'time_of_day': 'afternoon', 'reason': 'External influences', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'afternoon', 'reason': 'External influences', 'vehicles': ['Car', 'Special Vehicle']}",afternoon,External influences,"['Car', 'Special Vehicle']"
2879,93993011,"{'time_of_day': 'morning', 'reason': ['Negligence', 'Negligence'], 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'morning', 'reason': ['Negligence', 'Negligence'], 'vehicles': ['Car', 'Special Vehicle']}",morning,"['Negligence', 'Negligence']","['Car', 'Special Vehicle']"
2880,79258555,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Two-Wheeler']}",night,External influences,"['Car', 'Two-Wheeler']"
2881,94976310,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,External influences,"['Car', 'Commercial Vehicle']"
2882,75458274,"{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Car']}",NA,Negligence,['Car']
2883,91499071,"{'time_of_day': 'night', 'reason': ['Speed'], 'vehicles': ['Special Vehicle', 'Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': ['Speed'], 'vehicles': ['Special Vehicle', 'Car', 'Commercial Vehicle']}",night,['Speed'],"['Special Vehicle', 'Car', 'Commercial Vehicle']"
2884,83494168,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,External influences,"['Car', 'Commercial Vehicle']"
2885,80066137,"{'time_of_day': 'morning', 'reason': 'Visibility', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Visibility', 'vehicles': ['Car']}",morning,Visibility,['Car']
2886,94164832,"{'time_of_day': 'night', 'reason': ['Speed'], 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': ['Speed'], 'vehicles': ['Car', 'Commercial Vehicle']}",night,['Speed'],"['Car', 'Commercial Vehicle']"
2887,80050444,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}",morning,External influences,['Car']
2888,82222726,"{'time_of_day': 'night', 'reason': ['Negligence'], 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'night', 'reason': ['Negligence'], 'vehicles': ['Car', 'Special Vehicle']}",night,['Negligence'],"['Car', 'Special Vehicle']"
2889,74939686,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}",morning,Negligence,['Car']
2890,78223846,"{'time_of_day': 'night', 'reason': ['External influences'], 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': ['External influences'], 'vehicles': ['Car', 'Commercial Vehicle']}",night,['External influences'],"['Car', 'Commercial Vehicle']"
2891,74988624,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car']}",night,External influences,['Car']
2892,92138861,"{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}",NA,Collision,['Car']
2893,74239844,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,External influences,"['Car', 'Commercial Vehicle']"
2894,94476654,"{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Special Vehicle', 'Car']}","{'time_of_day': 'NA', 'reason': 'Negligence', 'vehicles': ['Special Vehicle', 'Car']}",NA,Negligence,"['Special Vehicle', 'Car']"
2895,81658540,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,NA,"['Car', 'Commercial Vehicle']"
2896,96291458,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}",morning,Negligence,['Car']
2897,78097953,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Special Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Special Vehicle']}",NA,NA,"['Car', 'Special Vehicle']"
2898,93083558,"{'time_of_day': 'afternoon', 'reason': ['Collision','Collision','Collision'], 'vehicles': ['Car', 'Two-Wheeler', 'Commercial Vehicle', 'Two-Wheeler']}","{'time_of_day': 'afternoon', 'reason': ['Collision', 'Collision', 'Collision'], 'vehicles': ['Car', 'Two-Wheeler', 'Commercial Vehicle', 'Two-Wheeler']}",afternoon,"['Collision', 'Collision', 'Collision']","['Car', 'Two-Wheeler', 'Commercial Vehicle', 'Two-Wheeler']"
2899,92117794,"{'time_of_day': 'night', 'reason': ['Collision'], 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': ['Collision'], 'vehicles': ['Car', 'Commercial Vehicle']}",night,['Collision'],"['Car', 'Commercial Vehicle']"
2900,93083475,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,NA,"['Car', 'Commercial Vehicle']"
2901,94654194,"{'time_of_day': 'morning', 'reason': ['Collision'], 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': ['Collision'], 'vehicles': ['Car', 'Commercial Vehicle']}",morning,['Collision'],"['Car', 'Commercial Vehicle']"
2902,79278204,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}",morning,Negligence,['Car']
2903,90945682,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Two-Wheeler', 'Car']}",morning,External influences,"['Two-Wheeler', 'Car']"
2904,91391465,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}",morning,External influences,['Car']
2905,75241153,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Two-Wheeler', 'NA']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Two-Wheeler', 'NA']}",NA,NA,"['Two-Wheeler', 'NA']"
2906,95569139,"{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'External influences', 'vehicles': ['Car']}",morning,External influences,['Car']
2907,93867376,"{'time_of_day': 'evening', 'reason': ['Collision', 'Negligence'], 'vehicles': ['Car', 'Commercial Vehicle', 'Special Vehicle']}","{'time_of_day': 'evening', 'reason': ['Collision', 'Negligence'], 'vehicles': ['Car', 'Commercial Vehicle', 'Special Vehicle']}",evening,"['Collision', 'Negligence']","['Car', 'Commercial Vehicle', 'Special Vehicle']"
2908,91453914,"{'time_of_day': 'afternoon', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'afternoon', 'reason': 'External influences', 'vehicles': ['Car']}",afternoon,External influences,['Car']
2909,92071416,"{'time_of_day': 'evening', 'reason': ['Negligence'], 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': 'evening', 'reason': ['Negligence'], 'vehicles': ['Two-Wheeler', 'Car']}",evening,['Negligence'],"['Two-Wheeler', 'Car']"
2910,88016681,"{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car']}",NA,External influences,['Car']
2911,94871378,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car', 'Commercial Vehicle']}",morning,Negligence,"['Car', 'Commercial Vehicle']"
2912,94423979,{},{},,,
2913,92049594,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car']}",NA,NA,['Car']
2914,76652294,"{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Collision', 'vehicles': ['Car']}",morning,Collision,['Car']
2915,96213947,"{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}",NA,Collision,['Car']
2916,95885925,"{'time_of_day': 'NA', 'reason': ['Speed'], 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'NA', 'reason': ['Speed'], 'vehicles': ['Car', 'Two-Wheeler']}",NA,['Speed'],"['Car', 'Two-Wheeler']"
2917,96217687,"{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}","{'time_of_day': 'NA', 'reason': 'Collision', 'vehicles': ['Car']}",NA,Collision,['Car']
2918,96864402,"{'time_of_day': 'night', 'reason': ['Speed', 'Negligence'], 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': 'night', 'reason': ['Speed', 'Negligence'], 'vehicles': ['Two-Wheeler', 'Car']}",night,"['Speed', 'Negligence']","['Two-Wheeler', 'Car']"
2919,94040373,"{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'evening', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",evening,External influences,"['Car', 'Commercial Vehicle']"
2920,79818234,"{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'Speed', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,Speed,"['Car', 'Commercial Vehicle']"
2921,92013803,"{'time_of_day': 'afternoon', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'afternoon', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",afternoon,External influences,"['Car', 'Commercial Vehicle']"
2922,77423167,"{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': 'Negligence', 'vehicles': ['Car']}",morning,Negligence,['Car']
2923,95498544,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Two-Wheeler', 'Car']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Two-Wheeler', 'Car']}",NA,NA,"['Two-Wheeler', 'Car']"
2924,92013488,"{'time_of_day': 'NA', 'reason': ['Speed', 'Negligence'], 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'NA', 'reason': ['Speed', 'Negligence'], 'vehicles': ['Car', 'Two-Wheeler']}",NA,"['Speed', 'Negligence']","['Car', 'Two-Wheeler']"
2925,96821936,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Two-Wheeler']}",NA,NA,"['Car', 'Two-Wheeler']"
2926,79351754,"{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Two-Wheeler']}","{'time_of_day': 'NA', 'reason': 'NA', 'vehicles': ['Car', 'Two-Wheeler']}",NA,NA,"['Car', 'Two-Wheeler']"
2927,96160123,"{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Car', 'Special Vehicle', 'Two-Wheeler']}","{'time_of_day': 'afternoon', 'reason': 'Negligence', 'vehicles': ['Car', 'Special Vehicle', 'Two-Wheeler']}",afternoon,Negligence,"['Car', 'Special Vehicle', 'Two-Wheeler']"
2928,94337329,"{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'NA', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",NA,External influences,"['Car', 'Commercial Vehicle']"
2929,95480552,"{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}","{'time_of_day': 'night', 'reason': 'External influences', 'vehicles': ['Car', 'Commercial Vehicle']}",night,External influences,"['Car', 'Commercial Vehicle']"
2930,91329476,"{'time_of_day': 'morning', 'reason': ['Speed'], 'vehicles': ['Car']}","{'time_of_day': 'morning', 'reason': ['Speed'], 'vehicles': ['Car']}",morning,['Speed'],['Car']
2931,77842412,"{'time_of_day': 'night', 'reason': ['Speed'], 'vehicles': ['Car']}","{'time_of_day': 'night', 'reason': ['Speed'], 'vehicles': ['Car']}",night,['Speed'],['Car']
